epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,8372.74,0.52067,0.37251,1.06554,0.90031,0.86214,0.92872,0.71145,0.71662,0.45402,1.24712,0.000892,0.000892,0.000892
370,8395.4,0.523,0.37244,1.06408,0.90048,0.8623,0.92851,0.71139,0.71665,0.45455,1.2472,0.00086725,0.00086725,0.00086725
371,8418.07,0.52835,0.37619,1.06772,0.90246,0.85938,0.9285,0.70999,0.71659,0.45496,1.24712,0.0008425,0.0008425,0.0008425
372,8440.71,0.52231,0.37423,1.0633,0.90298,0.85904,0.92826,0.7101,0.71665,0.45513,1.24727,0.00081775,0.00081775,0.00081775
373,8463.38,0.51838,0.3744,1.06532,0.90308,0.8587,0.92776,0.70947,0.71692,0.45523,1.24747,0.000793,0.000793,0.000793
374,8486.04,0.51823,0.36903,1.06112,0.90305,0.85873,0.92787,0.70935,0.71612,0.45471,1.2463,0.00076825,0.00076825,0.00076825
375,8508.7,0.51181,0.36928,1.06001,0.90308,0.85836,0.92945,0.71116,0.71633,0.45471,1.24647,0.0007435,0.0007435,0.0007435
376,8531.5,0.5121,0.3695,1.0612,0.90336,0.85795,0.92999,0.71146,0.7164,0.45477,1.2466,0.00071875,0.00071875,0.00071875
377,8554.18,0.51461,0.3685,1.06547,0.90356,0.85762,0.93009,0.71238,0.71628,0.45559,1.2465,0.000694,0.000694,0.000694
378,8576.88,0.51779,0.37026,1.06082,0.90351,0.85758,0.92997,0.71285,0.71644,0.45589,1.24656,0.00066925,0.00066925,0.00066925
379,8599.61,0.5153,0.36842,1.05967,0.90316,0.85744,0.92995,0.71329,0.71624,0.45618,1.2465,0.0006445,0.0006445,0.0006445
380,8622.26,0.50803,0.36158,1.05838,0.90319,0.85741,0.93019,0.71401,0.71628,0.45591,1.24675,0.00061975,0.00061975,0.00061975
381,8644.94,0.51498,0.36808,1.06293,0.90325,0.85752,0.92968,0.71425,0.71617,0.45598,1.24668,0.000595,0.000595,0.000595
382,8667.62,0.5104,0.36559,1.0573,0.9034,0.85761,0.92965,0.71354,0.71605,0.45594,1.24668,0.00057025,0.00057025,0.00057025
383,8690.26,0.51068,0.36371,1.05466,0.90384,0.85743,0.92951,0.71382,0.71602,0.45615,1.24672,0.0005455,0.0005455,0.0005455
384,8712.86,0.50297,0.35816,1.05402,0.90373,0.85735,0.92951,0.71385,0.71612,0.45638,1.2468,0.00052075,0.00052075,0.00052075
385,8735.55,0.50823,0.36594,1.0552,0.90413,0.85673,0.92952,0.71363,0.71627,0.45643,1.24701,0.000496,0.000496,0.000496
386,8758.27,0.50292,0.36002,1.05295,0.90545,0.85699,0.92966,0.71383,0.71627,0.45667,1.24708,0.00047125,0.00047125,0.00047125
387,8780.91,0.50805,0.35991,1.05656,0.90648,0.85716,0.92961,0.71272,0.71638,0.45685,1.24722,0.0004465,0.0004465,0.0004465
388,8803.58,0.50355,0.36455,1.05582,0.90721,0.85732,0.92984,0.71296,0.71777,0.45751,1.24887,0.00042175,0.00042175,0.00042175
389,8826.25,0.5097,0.36574,1.06075,0.90842,0.8573,0.92964,0.71364,0.71802,0.45772,1.24925,0.000397,0.000397,0.000397
390,8848.9,0.5093,0.36463,1.0628,0.91024,0.85724,0.92952,0.71294,0.71845,0.45715,1.24983,0.00037225,0.00037225,0.00037225
391,8871.91,0.37395,0.23195,0.97553,0.91161,0.85723,0.9296,0.71255,0.71849,0.45701,1.24999,0.0003475,0.0003475,0.0003475
392,8894.35,0.35176,0.21597,0.95934,0.91238,0.85719,0.92959,0.71261,0.71853,0.45724,1.25012,0.00032275,0.00032275,0.00032275
393,8916.84,0.35292,0.21295,0.95857,0.91168,0.85787,0.9293,0.7126,0.71854,0.45741,1.25009,0.000298,0.000298,0.000298
394,8939.31,0.3488,0.2106,0.95354,0.91305,0.85743,0.9293,0.71282,0.7185,0.45768,1.25026,0.00027325,0.00027325,0.00027325
395,8961.81,0.34423,0.20481,0.95074,0.91406,0.85702,0.93062,0.71387,0.7185,0.45801,1.25028,0.0002485,0.0002485,0.0002485
396,8984.3,0.34274,0.2061,0.95083,0.91553,0.85681,0.93052,0.71361,0.71861,0.45837,1.25042,0.00022375,0.00022375,0.00022375
